id,date,cod_account,account,short_class,class,transaction_type,name,memodescription,revenueexpenses,amount
644,2023-08-05,50200,50200 Merchant Account Fees,G&A,General & Administrative,Bill,Stripe,Payment Processing Fees,EXPENSES,3600
645,2023-08-05,50210,50210 Product Costs,G&A,General & Administrative,Bill,Hardware Inc,Product Manufacturing Costs,EXPENSES,70700
646,2023-08-05,60710,60710 Accounting Fees,G&A,General & Administrative,Bill,Deloitte,Monthly Accounting Services,EXPENSES,4900
647,2023-08-10,60720,60720 Consulting Fees,G&A,General & Administrative,Bill,TechConsult,IT Consulting,EXPENSES,9200
648,2023-08-15,40100,40100 SaaS Revenue,G&A,General & Administrative,Invoice,AgileTech Solutions,August SaaS Subscription,REVENUE,22200
649,2023-08-15,40100,40100 SaaS Revenue,G&A,General & Administrative,Invoice,Various SMB,Monthly SaaS Subscriptions,REVENUE,64500
650,2023-08-15,60730,60730 Legal Fees,G&A,General & Administrative,Bill,Legal Corp,Legal Services,EXPENSES,5500
651,2023-08-15,60740,60740 Recruiting Fees,G&A,General & Administrative,Bill,TalentCo,Recruiting Services,EXPENSES,8200
652,2023-08-15,60810,60810 Salary & Wages,G&A,General & Administrative,Bill,ADP,Payroll - G&A Team,EXPENSES,51500
653,2023-08-15,60810,60810 Salary & Wages,R&D,Research & Development,Bill,ADP,Payroll - R&D Team,EXPENSES,97000
654,2023-08-15,60810,60810 Salary & Wages,S&M,Sales & Marketing,Bill,ADP,Payroll - Sales Team,EXPENSES,74500
655,2023-08-15,60810,60810 Salary & Wages,CS,Customer Support,Bill,ADP,Payroll - Support Team,EXPENSES,63500
656,2023-08-15,60820,60820 Payroll Taxes,G&A,General & Administrative,Bill,ADP,Payroll Taxes - G&A,EXPENSES,4120
657,2023-08-15,60820,60820 Payroll Taxes,R&D,Research & Development,Bill,ADP,Payroll Taxes - R&D,EXPENSES,7760
658,2023-08-15,60820,60820 Payroll Taxes,S&M,Sales & Marketing,Bill,ADP,Payroll Taxes - Sales,EXPENSES,5960
659,2023-08-15,60820,60820 Payroll Taxes,CS,Customer Support,Bill,ADP,Payroll Taxes - Support,EXPENSES,5080
660,2023-08-15,60830,60830 Health Insurance,G&A,General & Administrative,Bill,UnitedHealth,Health Insurance - G&A,EXPENSES,10100
661,2023-08-15,60830,60830 Health Insurance,R&D,Research & Development,Bill,UnitedHealth,Health Insurance - R&D,EXPENSES,18800
662,2023-08-15,60830,60830 Health Insurance,S&M,Sales & Marketing,Bill,UnitedHealth,Health Insurance - Sales,EXPENSES,14400
663,2023-08-15,60830,60830 Health Insurance,CS,Customer Support,Bill,UnitedHealth,Health Insurance - Support,EXPENSES,12100
664,2023-08-15,60840,60840 Payroll Processing Fees,G&A,General & Administrative,Bill,ADP,Payroll Processing Fees,EXPENSES,920
665,2023-08-31,60850,60850 Commissions Expense,S&M,Sales & Marketing,Bill,ADP,Sales Commissions,EXPENSES,39500
666,2023-08-31,70100,70100 Interest Income,G&A,General & Administrative,Deposit,Bank,Interest Income,REVENUE,1850
667,2023-08-31,80100,80100 Depreciation Expense,G&A,General & Administrative,Journal Entry,Monthly Depreciation,Depreciation Expense,EXPENSES,9200
668,2023-08-31,80200,80200 Interest Expense,G&A,General & Administrative,Bill,Bank,Loan Interest,EXPENSES,2800
669,2023-09-01,40100,40100 SaaS Revenue,G&A,General & Administrative,Invoice,TechCorp Inc,September SaaS Subscription,REVENUE,56200
670,2023-09-01,40100,40100 SaaS Revenue,G&A,General & Administrative,Invoice,DataFlow Ltd,September SaaS Subscription,REVENUE,48500
671,2023-09-01,40100,40100 SaaS Revenue,G&A,General & Administrative,Invoice,CloudServe Pro,September SaaS Subscription,REVENUE,27800
672,2023-09-01,40100,40100 SaaS Revenue,G&A,General & Administrative,Invoice,Digital Dynamics,September SaaS Subscription,REVENUE,19200
673,2023-09-01,40100,40100 SaaS Revenue,G&A,General & Administrative,Invoice,InnovateX Corp,September SaaS Subscription,REVENUE,33000
674,2023-09-01,40100,40100 SaaS Revenue,G&A,General & Administrative,Invoice,TechMatrix Solutions,September SaaS Subscription,REVENUE,39200
675,2023-09-01,40100,40100 SaaS Revenue,G&A,General & Administrative,Invoice,Quantum Systems,September SaaS Subscription,REVENUE,44200
676,2023-09-01,40100,40100 SaaS Revenue,G&A,General & Administrative,Invoice,Various SMB,Monthly SaaS Subscriptions,REVENUE,89000
677,2023-09-01,40200,40200 Product Revenue,G&A,General & Administrative,Invoice,GlobalTech,Product License - Enterprise,REVENUE,103000
678,2023-09-01,50100,50100 Web Domain & Hosting Fees,G&A,General & Administrative,Bill,AWS,Cloud Hosting - September,EXPENSES,41500
679,2023-09-01,50200,50200 Merchant Account Fees,G&A,General & Administrative,Bill,Stripe,Payment Processing Fees,EXPENSES,8500
680,2023-09-01,60100,60100 Advertising & Marketing,S&M,Sales & Marketing,Bill,Google Ads,Monthly Ad Spend,EXPENSES,22000
681,2023-09-01,60100,60100 Advertising & Marketing,S&M,Sales & Marketing,Bill,LinkedIn,Premium Advertising,EXPENSES,11800
682,2023-09-01,60400,60400 Dues & Subscriptions,G&A,General & Administrative,Bill,Slack,Monthly Subscription,EXPENSES,2300
683,2023-09-01,60400,60400 Dues & Subscriptions,R&D,Research & Development,Bill,GitHub,Enterprise License,EXPENSES,1800
684,2023-09-01,60500,60500 Insurance,G&A,General & Administrative,Bill,Hartford,Business Insurance,EXPENSES,5100
685,2023-09-01,60620,60620 Rent & Lease,G&A,General & Administrative,Bill,WeWork,Office Rent,EXPENSES,16500
686,2023-09-01,60630,60630 Utilities,G&A,General & Administrative,Bill,Utility Co,Office Utilities,EXPENSES,3800
687,2023-09-05,50200,50200 Merchant Account Fees,G&A,General & Administrative,Bill,Stripe,Payment Processing Fees,EXPENSES,3700
688,2023-09-05,50210,50210 Product Costs,G&A,General & Administrative,Bill,Hardware Inc,Product Manufacturing Costs,EXPENSES,72100
689,2023-09-05,60710,60710 Accounting Fees,G&A,General & Administrative,Bill,Deloitte,Monthly Accounting Services,EXPENSES,4900
690,2023-09-10,60720,60720 Consulting Fees,G&A,General & Administrative,Bill,TechConsult,IT Consulting,EXPENSES,9200
691,2023-09-15,40100,40100 SaaS Revenue,G&A,General & Administrative,Invoice,AgileTech Solutions,September SaaS Subscription,REVENUE,22800
692,2023-09-15,40100,40100 SaaS Revenue,G&A,General & Administrative,Invoice,Various SMB,Monthly SaaS Subscriptions,REVENUE,66000
693,2023-09-15,60730,60730 Legal Fees,G&A,General & Administrative,Bill,Legal Corp,Legal Services,EXPENSES,5500
694,2023-09-15,60740,60740 Recruiting Fees,G&A,General & Administrative,Bill,TalentCo,Recruiting Services,EXPENSES,8200
695,2023-09-15,60810,60810 Salary & Wages,G&A,General & Administrative,Bill,ADP,Payroll - G&A Team,EXPENSES,51500
696,2023-09-15,60810,60810 Salary & Wages,R&D,Research & Development,Bill,ADP,Payroll - R&D Team,EXPENSES,97000
697,2023-09-15,60810,60810 Salary & Wages,S&M,Sales & Marketing,Bill,ADP,Payroll - Sales Team,EXPENSES,74500
698,2023-09-15,60810,60810 Salary & Wages,CS,Customer Support,Bill,ADP,Payroll - Support Team,EXPENSES,63500
699,2023-09-15,60820,60820 Payroll Taxes,G&A,General & Administrative,Bill,ADP,Payroll Taxes - G&A,EXPENSES,4120
700,2023-09-15,60820,60820 Payroll Taxes,R&D,Research & Development,Bill,ADP,Payroll Taxes - R&D,EXPENSES,7760
701,2023-09-15,60820,60820 Payroll Taxes,S&M,Sales & Marketing,Bill,ADP,Payroll Taxes - Sales,EXPENSES,5960
702,2023-09-15,60820,60820 Payroll Taxes,CS,Customer Support,Bill,ADP,Payroll Taxes - Support,EXPENSES,5080
703,2023-09-15,60830,60830 Health Insurance,G&A,General & Administrative,Bill,UnitedHealth,Health Insurance - G&A,EXPENSES,10100
704,2023-09-15,60830,60830 Health Insurance,R&D,Research & Development,Bill,UnitedHealth,Health Insurance - R&D,EXPENSES,18800
705,2023-09-15,60830,60830 Health Insurance,S&M,Sales & Marketing,Bill,UnitedHealth,Health Insurance - Sales,EXPENSES,14400
706,2023-09-15,60830,60830 Health Insurance,CS,Customer Support,Bill,UnitedHealth,Health Insurance - Support,EXPENSES,12100
707,2023-09-15,60840,60840 Payroll Processing Fees,G&A,General & Administrative,Bill,ADP,Payroll Processing Fees,EXPENSES,920
708,2023-09-15,61010,61010 Lodging,S&M,Sales & Marketing,Expense,Marriott,Sales Team Travel,EXPENSES,4200
709,2023-09-15,61020,61020 Meals & Entertainment,S&M,Sales & Marketing,Expense,Various,Client Meetings,EXPENSES,2300
710,2023-09-15,61030,61030 Travel,S&M,Sales & Marketing,Expense,United,Flights - Sales Team,EXPENSES,3200
711,2023-09-30,60850,60850 Commissions Expense,S&M,Sales & Marketing,Bill,ADP,Sales Commissions,EXPENSES,40500
712,2023-09-30,70100,70100 Interest Income,G&A,General & Administrative,Deposit,Bank,Interest Income,REVENUE,1900
713,2023-09-30,80100,80100 Depreciation Expense,G&A,General & Administrative,Journal Entry,Monthly Depreciation,Depreciation Expense,EXPENSES,9200
714,2023-09-30,80200,80200 Interest Expense,G&A,General & Administrative,Bill,Bank,Loan Interest,EXPENSES,2800
715,2023-10-01,40100,40100 SaaS Revenue,G&A,General & Administrative,Invoice,TechCorp Inc,October SaaS Subscription,REVENUE,57000
716,2023-10-01,40100,40100 SaaS Revenue,G&A,General & Administrative,Invoice,DataFlow Ltd,October SaaS Subscription,REVENUE,49200
717,2023-10-01,40100,40100 SaaS Revenue,G&A,General & Administrative,Invoice,CloudServe Pro,October SaaS Subscription,REVENUE,28500
718,2023-10-01,40100,40100 SaaS Revenue,G&A,General & Administrative,Invoice,Digital Dynamics,October SaaS Subscription,REVENUE,19800
719,2023-10-01,40100,40100 SaaS Revenue,G&A,General & Administrative,Invoice,InnovateX Corp,October SaaS Subscription,REVENUE,33800
720,2023-10-01,40100,40100 SaaS Revenue,G&A,General & Administrative,Invoice,TechMatrix Solutions,October SaaS Subscription,REVENUE,40000
721,2023-10-01,40100,40100 SaaS Revenue,G&A,General & Administrative,Invoice,Quantum Systems,October SaaS Subscription,REVENUE,45000
722,2023-10-01,40100,40100 SaaS Revenue,G&A,General & Administrative,Invoice,Various SMB,Monthly SaaS Subscriptions,REVENUE,91500
723,2023-10-01,40200,40200 Product Revenue,G&A,General & Administrative,Invoice,GlobalTech,Product License - Enterprise,REVENUE,105000
724,2023-10-01,50100,50100 Web Domain & Hosting Fees,G&A,General & Administrative,Bill,AWS,Cloud Hosting - October,EXPENSES,42500
725,2023-10-01,50200,50200 Merchant Account Fees,G&A,General & Administrative,Bill,Stripe,Payment Processing Fees,EXPENSES,8700
726,2023-10-01,60100,60100 Advertising & Marketing,S&M,Sales & Marketing,Bill,Google Ads,Monthly Ad Spend,EXPENSES,25000
727,2023-10-01,60100,60100 Advertising & Marketing,S&M,Sales & Marketing,Bill,LinkedIn,Premium Advertising,EXPENSES,12500
728,2023-10-01,60400,60400 Dues & Subscriptions,G&A,General & Administrative,Bill,Slack,Monthly Subscription,EXPENSES,2300
729,2023-10-01,60400,60400 Dues & Subscriptions,R&D,Research & Development,Bill,GitHub,Enterprise License,EXPENSES,1800
730,2023-10-01,60500,60500 Insurance,G&A,General & Administrative,Bill,Hartford,Business Insurance,EXPENSES,5100
731,2023-10-01,60620,60620 Rent & Lease,G&A,General & Administrative,Bill,WeWork,Office Rent,EXPENSES,16500
732,2023-10-01,60630,60630 Utilities,G&A,General & Administrative,Bill,Utility Co,Office Utilities,EXPENSES,3900
733,2023-10-05,50200,50200 Merchant Account Fees,G&A,General & Administrative,Bill,Stripe,Payment Processing Fees,EXPENSES,3800
734,2023-10-05,50210,50210 Product Costs,G&A,General & Administrative,Bill,Hardware Inc,Product Manufacturing Costs,EXPENSES,73500
735,2023-10-05,60710,60710 Accounting Fees,G&A,General & Administrative,Bill,Deloitte,Monthly Accounting Services,EXPENSES,4900
736,2023-10-10,60720,60720 Consulting Fees,G&A,General & Administrative,Bill,TechConsult,IT Consulting,EXPENSES,9200
737,2023-10-15,40100,40100 SaaS Revenue,G&A,General & Administrative,Invoice,AgileTech Solutions,October SaaS Subscription,REVENUE,23500
738,2023-10-15,40100,40100 SaaS Revenue,G&A,General & Administrative,Invoice,Various SMB,Monthly SaaS Subscriptions,REVENUE,68000
739,2023-10-15,60730,60730 Legal Fees,G&A,General & Administrative,Bill,Legal Corp,Legal Services,EXPENSES,5500
740,2023-10-15,60740,60740 Recruiting Fees,G&A,General & Administrative,Bill,TalentCo,Recruiting Services,EXPENSES,8200
741,2023-10-15,60810,60810 Salary & Wages,G&A,General & Administrative,Bill,ADP,Payroll - G&A Team,EXPENSES,52500
742,2023-10-15,60810,60810 Salary & Wages,R&D,Research & Development,Bill,ADP,Payroll - R&D Team,EXPENSES,99000
743,2023-10-15,60810,60810 Salary & Wages,S&M,Sales & Marketing,Bill,ADP,Payroll - Sales Team,EXPENSES,76000
744,2023-10-15,60810,60810 Salary & Wages,CS,Customer Support,Bill,ADP,Payroll - Support Team,EXPENSES,65000
745,2023-10-15,60820,60820 Payroll Taxes,G&A,General & Administrative,Bill,ADP,Payroll Taxes - G&A,EXPENSES,4200
746,2023-10-15,60820,60820 Payroll Taxes,R&D,Research & Development,Bill,ADP,Payroll Taxes - R&D,EXPENSES,7920
747,2023-10-15,60820,60820 Payroll Taxes,S&M,Sales & Marketing,Bill,ADP,Payroll Taxes - Sales,EXPENSES,6080
748,2023-10-15,60820,60820 Payroll Taxes,CS,Customer Support,Bill,ADP,Payroll Taxes - Support,EXPENSES,5200
749,2023-10-15,60830,60830 Health Insurance,G&A,General & Administrative,Bill,UnitedHealth,Health Insurance - G&A,EXPENSES,10100
750,2023-10-15,60830,60830 Health Insurance,R&D,Research & Development,Bill,UnitedHealth,Health Insurance - R&D,EXPENSES,18800
751,2023-10-15,60830,60830 Health Insurance,S&M,Sales & Marketing,Bill,UnitedHealth,Health Insurance - Sales,EXPENSES,14400
752,2023-10-15,60830,60830 Health Insurance,CS,Customer Support,Bill,UnitedHealth,Health Insurance - Support,EXPENSES,12100
753,2023-10-15,60840,60840 Payroll Processing Fees,G&A,General & Administrative,Bill,ADP,Payroll Processing Fees,EXPENSES,920
754,2023-10-31,60850,60850 Commissions Expense,S&M,Sales & Marketing,Bill,ADP,Sales Commissions,EXPENSES,42000
755,2023-10-31,70100,70100 Interest Income,G&A,General & Administrative,Deposit,Bank,Interest Income,REVENUE,1900
756,2023-10-31,80100,80100 Depreciation Expense,G&A,General & Administrative,Journal Entry,Monthly Depreciation,Depreciation Expense,EXPENSES,9200
757,2023-10-31,80200,80200 Interest Expense,G&A,General & Administrative,Bill,Bank,Loan Interest,EXPENSES,2800
758,2023-11-01,40100,40100 SaaS Revenue,G&A,General & Administrative,Invoice,TechCorp Inc,November SaaS Subscription,REVENUE,58000
759,2023-11-01,40100,40100 SaaS Revenue,G&A,General & Administrative,Invoice,DataFlow Ltd,November SaaS Subscription,REVENUE,50000
760,2023-11-01,40100,40100 SaaS Revenue,G&A,General & Administrative,Invoice,CloudServe Pro,November SaaS Subscription,REVENUE,29200
761,2023-11-01,40100,40100 SaaS Revenue,G&A,General & Administrative,Invoice,Digital Dynamics,November SaaS Subscription,REVENUE,20500
762,2023-11-01,40100,40100 SaaS Revenue,G&A,General & Administrative,Invoice,InnovateX Corp,November SaaS Subscription,REVENUE,34500
763,2023-11-01,40100,40100 SaaS Revenue,G&A,General & Administrative,Invoice,TechMatrix Solutions,November SaaS Subscription,REVENUE,41000
764,2023-11-01,40100,40100 SaaS Revenue,G&A,General & Administrative,Invoice,Quantum Systems,November SaaS Subscription,REVENUE,46000
765,2023-11-01,40100,40100 SaaS Revenue,G&A,General & Administrative,Invoice,Various SMB,Monthly SaaS Subscriptions,REVENUE,94000
766,2023-11-01,40200,40200 Product Revenue,G&A,General & Administrative,Invoice,GlobalTech,Product License - Enterprise,REVENUE,108000
767,2023-11-01,50100,50100 Web Domain & Hosting Fees,G&A,General & Administrative,Bill,AWS,Cloud Hosting - November,EXPENSES,43500
768,2023-11-01,50200,50200 Merchant Account Fees,G&A,General & Administrative,Bill,Stripe,Payment Processing Fees,EXPENSES,8900
769,2023-11-01,60100,60100 Advertising & Marketing,S&M,Sales & Marketing,Bill,Google Ads,Monthly Ad Spend,EXPENSES,28000
770,2023-11-01,60100,60100 Advertising & Marketing,S&M,Sales & Marketing,Bill,LinkedIn,Premium Advertising,EXPENSES,13500
771,2023-11-01,60400,60400 Dues & Subscriptions,G&A,General & Administrative,Bill,Slack,Monthly Subscription,EXPENSES,2300
772,2023-11-01,60400,60400 Dues & Subscriptions,R&D,Research & Development,Bill,GitHub,Enterprise License,EXPENSES,1800
773,2023-11-01,60500,60500 Insurance,G&A,General & Administrative,Bill,Hartford,Business Insurance,EXPENSES,5100
774,2023-11-01,60620,60620 Rent & Lease,G&A,General & Administrative,Bill,WeWork,Office Rent,EXPENSES,16500
775,2023-11-01,60630,60630 Utilities,G&A,General & Administrative,Bill,Utility Co,Office Utilities,EXPENSES,4000
776,2023-11-05,50200,50200 Merchant Account Fees,G&A,General & Administrative,Bill,Stripe,Payment Processing Fees,EXPENSES,3900
777,2023-11-05,50210,50210 Product Costs,G&A,General & Administrative,Bill,Hardware Inc,Product Manufacturing Costs,EXPENSES,75600
778,2023-11-05,60710,60710 Accounting Fees,G&A,General & Administrative,Bill,Deloitte,Monthly Accounting Services,EXPENSES,4900
779,2023-11-10,60720,60720 Consulting Fees,G&A,General & Administrative,Bill,TechConsult,IT Consulting,EXPENSES,9200
780,2023-11-10,61010,61010 Lodging,S&M,Sales & Marketing,Expense,Marriott,Sales Team Travel,EXPENSES,4400
781,2023-11-10,61020,61020 Meals & Entertainment,S&M,Sales & Marketing,Expense,Various,Client Meetings,EXPENSES,2500
782,2023-11-10,61030,61030 Travel,S&M,Sales & Marketing,Expense,United,Flights - Sales Team,EXPENSES,3400
783,2023-11-15,40100,40100 SaaS Revenue,G&A,General & Administrative,Invoice,AgileTech Solutions,November SaaS Subscription,REVENUE,24200
784,2023-11-15,40100,40100 SaaS Revenue,G&A,General & Administrative,Invoice,Various SMB,Monthly SaaS Subscriptions,REVENUE,70500
785,2023-11-15,60730,60730 Legal Fees,G&A,General & Administrative,Bill,Legal Corp,Legal Services,EXPENSES,5500
786,2023-11-15,60740,60740 Recruiting Fees,G&A,General & Administrative,Bill,TalentCo,Recruiting Services,EXPENSES,8200
787,2023-11-15,60810,60810 Salary & Wages,G&A,General & Administrative,Bill,ADP,Payroll - G&A Team,EXPENSES,52500
788,2023-11-15,60810,60810 Salary & Wages,R&D,Research & Development,Bill,ADP,Payroll - R&D Team,EXPENSES,99000
789,2023-11-15,60810,60810 Salary & Wages,S&M,Sales & Marketing,Bill,ADP,Payroll - Sales Team,EXPENSES,76000
790,2023-11-15,60810,60810 Salary & Wages,CS,Customer Support,Bill,ADP,Payroll - Support Team,EXPENSES,65000
791,2023-11-15,60820,60820 Payroll Taxes,G&A,General & Administrative,Bill,ADP,Payroll Taxes - G&A,EXPENSES,4200
792,2023-11-15,60820,60820 Payroll Taxes,R&D,Research & Development,Bill,ADP,Payroll Taxes - R&D,EXPENSES,7920
793,2023-11-15,60820,60820 Payroll Taxes,S&M,Sales & Marketing,Bill,ADP,Payroll Taxes - Sales,EXPENSES,6080
794,2023-11-15,60820,60820 Payroll Taxes,CS,Customer Support,Bill,ADP,Payroll Taxes - Support,EXPENSES,5200
795,2023-11-15,60830,60830 Health Insurance,G&A,General & Administrative,Bill,UnitedHealth,Health Insurance - G&A,EXPENSES,10100
796,2023-11-15,60830,60830 Health Insurance,R&D,Research & Development,Bill,UnitedHealth,Health Insurance - R&D,EXPENSES,18800
797,2023-11-15,60830,60830 Health Insurance,S&M,Sales & Marketing,Bill,UnitedHealth,Health Insurance - Sales,EXPENSES,14400
798,2023-11-15,60830,60830 Health Insurance,CS,Customer Support,Bill,UnitedHealth,Health Insurance - Support,EXPENSES,12100
799,2023-11-15,60840,60840 Payroll Processing Fees,G&A,General & Administrative,Bill,ADP,Payroll Processing Fees,EXPENSES,920
800,2023-11-30,60850,60850 Commissions Expense,S&M,Sales & Marketing,Bill,ADP,Sales Commissions,EXPENSES,43800
801,2023-11-30,70100,70100 Interest Income,G&A,General & Administrative,Deposit,Bank,Interest Income,REVENUE,1950
802,2023-11-30,80100,80100 Depreciation Expense,G&A,General & Administrative,Journal Entry,Monthly Depreciation,Depreciation Expense,EXPENSES,9200
803,2023-11-30,80200,80200 Interest Expense,G&A,General & Administrative,Bill,Bank,Loan Interest,EXPENSES,2800
804,2023-12-01,40100,40100 SaaS Revenue,G&A,General & Administrative,Invoice,TechCorp Inc,December SaaS Subscription,REVENUE,59000
805,2023-12-01,40100,40100 SaaS Revenue,G&A,General & Administrative,Invoice,DataFlow Ltd,December SaaS Subscription,REVENUE,51000
806,2023-12-01,40100,40100 SaaS Revenue,G&A,General & Administrative,Invoice,CloudServe Pro,December SaaS Subscription,REVENUE,30000
807,2023-12-01,40100,40100 SaaS Revenue,G&A,General & Administrative,Invoice,Digital Dynamics,December SaaS Subscription,REVENUE,21000
808,2023-12-01,40100,40100 SaaS Revenue,G&A,General & Administrative,Invoice,InnovateX Corp,December SaaS Subscription,REVENUE,35500
809,2023-12-01,40100,40100 SaaS Revenue,G&A,General & Administrative,Invoice,TechMatrix Solutions,December SaaS Subscription,REVENUE,42000
810,2023-12-01,40100,40100 SaaS Revenue,G&A,General & Administrative,Invoice,Quantum Systems,December SaaS Subscription,REVENUE,47000
811,2023-12-01,40100,40100 SaaS Revenue,G&A,General & Administrative,Invoice,Various SMB,Monthly SaaS Subscriptions,REVENUE,97000
812,2023-12-01,40200,40200 Product Revenue,G&A,General & Administrative,Invoice,GlobalTech,Product License - Enterprise,REVENUE,112000
813,2023-12-01,50100,50100 Web Domain & Hosting Fees,G&A,General & Administrative,Bill,AWS,Cloud Hosting - December,EXPENSES,44500
814,2023-12-01,50200,50200 Merchant Account Fees,G&A,General & Administrative,Bill,Stripe,Payment Processing Fees,EXPENSES,9200
815,2023-12-01,60100,60100 Advertising & Marketing,S&M,Sales & Marketing,Bill,Google Ads,Monthly Ad Spend,EXPENSES,32000
816,2023-12-01,60100,60100 Advertising & Marketing,S&M,Sales & Marketing,Bill,LinkedIn,Premium Advertising,EXPENSES,14500
817,2023-12-01,60400,60400 Dues & Subscriptions,G&A,General & Administrative,Bill,Slack,Monthly Subscription,EXPENSES,2300
818,2023-12-01,60400,60400 Dues & Subscriptions,R&D,Research & Development,Bill,GitHub,Enterprise License,EXPENSES,1800
819,2023-12-01,60500,60500 Insurance,G&A,General & Administrative,Bill,Hartford,Business Insurance,EXPENSES,5100
820,2023-12-01,60620,60620 Rent & Lease,G&A,General & Administrative,Bill,WeWork,Office Rent,EXPENSES,16500
821,2023-12-01,60630,60630 Utilities,G&A,General & Administrative,Bill,Utility Co,Office Utilities,EXPENSES,4100
822,2023-12-05,50200,50200 Merchant Account Fees,G&A,General & Administrative,Bill,Stripe,Payment Processing Fees,EXPENSES,4100
823,2023-12-05,50210,50210 Product Costs,G&A,General & Administrative,Bill,Hardware Inc,Product Manufacturing Costs,EXPENSES,78400
824,2023-12-05,60710,60710 Accounting Fees,G&A,General & Administrative,Bill,Deloitte,Monthly Accounting Services,EXPENSES,4900
825,2023-12-10,60720,60720 Consulting Fees,G&A,General & Administrative,Bill,TechConsult,IT Consulting,EXPENSES,9200
826,2023-12-15,40100,40100 SaaS Revenue,G&A,General & Administrative,Invoice,AgileTech Solutions,December SaaS Subscription,REVENUE,25000
827,2023-12-15,40100,40100 SaaS Revenue,G&A,General & Administrative,Invoice,Various SMB,Monthly SaaS Subscriptions,REVENUE,73000
828,2023-12-15,60730,60730 Legal Fees,G&A,General & Administrative,Bill,Legal Corp,Legal Services,EXPENSES,5500
829,2023-12-15,60740,60740 Recruiting Fees,G&A,General & Administrative,Bill,TalentCo,Recruiting Services,EXPENSES,8200
830,2023-12-15,60810,60810 Salary & Wages,G&A,General & Administrative,Bill,ADP,Payroll - G&A Team,EXPENSES,52500
831,2023-12-15,60810,60810 Salary & Wages,R&D,Research & Development,Bill,ADP,Payroll - R&D Team,EXPENSES,99000
832,2023-12-15,60810,60810 Salary & Wages,S&M,Sales & Marketing,Bill,ADP,Payroll - Sales Team,EXPENSES,76000
833,2023-12-15,60810,60810 Salary & Wages,CS,Customer Support,Bill,ADP,Payroll - Support Team,EXPENSES,65000
834,2023-12-15,60820,60820 Payroll Taxes,G&A,General & Administrative,Bill,ADP,Payroll Taxes - G&A,EXPENSES,4200
835,2023-12-15,60820,60820 Payroll Taxes,R&D,Research & Development,Bill,ADP,Payroll Taxes - R&D,EXPENSES,7920
836,2023-12-15,60820,60820 Payroll Taxes,S&M,Sales & Marketing,Bill,ADP,Payroll Taxes - Sales,EXPENSES,6080
837,2023-12-15,60820,60820 Payroll Taxes,CS,Customer Support,Bill,ADP,Payroll Taxes - Support,EXPENSES,5200
838,2023-12-15,60830,60830 Health Insurance,G&A,General & Administrative,Bill,UnitedHealth,Health Insurance - G&A,EXPENSES,10100
839,2023-12-15,60830,60830 Health Insurance,R&D,Research & Development,Bill,UnitedHealth,Health Insurance - R&D,EXPENSES,18800
840,2023-12-15,60830,60830 Health Insurance,S&M,Sales & Marketing,Bill,UnitedHealth,Health Insurance - Sales,EXPENSES,14400
841,2023-12-15,60830,60830 Health Insurance,CS,Customer Support,Bill,UnitedHealth,Health Insurance - Support,EXPENSES,12100
842,2023-12-15,60840,60840 Payroll Processing Fees,G&A,General & Administrative,Bill,ADP,Payroll Processing Fees,EXPENSES,920
843,2023-12-31,60850,60850 Commissions Expense,S&M,Sales & Marketing,Bill,ADP,Sales Commissions,EXPENSES,45500
844,2023-12-31,70100,70100 Interest Income,G&A,General & Administrative,Deposit,Bank,Interest Income,REVENUE,1950
845,2023-12-31,80100,80100 Depreciation Expense,G&A,General & Administrative,Journal Entry,Monthly Depreciation,Depreciation Expense,EXPENSES,9200
846,2023-12-31,80200,80200 Interest Expense,G&A,General & Administrative,Bill,Bank,Loan Interest,EXPENSES,2800
847,2024-01-01,40100,40100 SaaS Revenue,G&A,General & Administrative,Invoice,TechCorp Inc,January SaaS Subscription,REVENUE,58500
848,2024-01-01,40100,40100 SaaS Revenue,G&A,General & Administrative,Invoice,DataFlow Ltd,January SaaS Subscription,REVENUE,50500
849,2024-01-01,40100,40100 SaaS Revenue,G&A,General & Administrative,Invoice,CloudServe Pro,January SaaS Subscription,REVENUE,29800
850,2024-01-01,40100,40100 SaaS Revenue,G&A,General & Administrative,Invoice,Digital Dynamics,January SaaS Subscription,REVENUE,20800
851,2024-01-01,40100,40100 SaaS Revenue,G&A,General & Administrative,Invoice,InnovateX Corp,January SaaS Subscription,REVENUE,35000
852,2024-01-01,40100,40100 SaaS Revenue,G&A,General & Administrative,Invoice,TechMatrix Solutions,January SaaS Subscription,REVENUE,41500
853,2024-01-01,40100,40100 SaaS Revenue,G&A,General & Administrative,Invoice,Quantum Systems,January SaaS Subscription,REVENUE,46500
854,2024-01-01,40100,40100 SaaS Revenue,G&A,General & Administrative,Invoice,Various SMB,Monthly SaaS Subscriptions,REVENUE,95000
855,2024-01-01,40200,40200 Product Revenue,G&A,General & Administrative,Invoice,GlobalTech,Product License - Enterprise,REVENUE,110000
856,2024-01-01,50100,50100 Web Domain & Hosting Fees,G&A,General & Administrative,Bill,AWS,Cloud Hosting - January,EXPENSES,44000
857,2024-01-01,50200,50200 Merchant Account Fees,G&A,General & Administrative,Bill,Stripe,Payment Processing Fees,EXPENSES,9000
858,2024-01-01,60100,60100 Advertising & Marketing,S&M,Sales & Marketing,Bill,Google Ads,Monthly Ad Spend,EXPENSES,25000
